Customer_ID,Three_Year_Spend,Loyalty_Cust,Distance,Male,Age,Seg_Group,Seg_Type,Married,Length_of_Residence,Homeowner,Num_Adults,Num_Children,Est_Income,Occupation,Education,Home_Value,Political_Ideology,Pet_Owner,Truck_Owner,Total_Spend,Num_Trans,Num_Items,Num_Depts,Division_Ag_Spend,Division_Pet_Spend,Division_Auto_Spend,Division_Hardware_Spend,Division_Home_Spend,Division_Seasonal_Spend,Division_Clothing_Spend,Division_SportingGoods_Spend,Division_FoodBev_Spend
185070003,7415.6599999999999,1,1.8789849120351372,1,62.0,B,C11,0,33,1,4,,96000.0,Management,Bachelors Degree,229000,Conservative,,,537.82,7,33,12,.00,1.98,148.41,15.18,7.77,239.97,85.98,1.89,36.64
184900529,3334.4499999999998,0,4.0636447570308487,0,52.0,D,E20,1,7,1,3,1,73000.0,Office Administration,Some College,173000,Conservative,1,,171.16,3,31,7,.00,13.99,.00,99.98,5.97,4.99,7.98,.00,38.25
185342061,932.54999999999995,1,4.1359635177438534,1,72.0,B,J34,1,45,1,3,,40000.0,Retired,High School,96000,,1,1,50.78,2,29,2,.00,.00,21.49,.00,.00,.00,.00,.00,29.29
184732653,610.62,1,3.0543552820501771,0,62.0,B,C11,0,16,1,7,,88000.0,Sales,Bachelors Degree,210000,Liberal,,,1674.22,5,50,6,14.99,.00,1268.68,372.99,7.98,.00,.00,.00,9.58
185200355,448.01999999999998,0,2.5209672619601342,0,47.0,G,S68,1,13,1,2,1,26000.0,Other,Less than High School,63000,,,,38.97,1,3,1,.00,38.97,.00,.00,.00,.00,.00,.00,.00
184783709,1424.8699999999999,1,13.69182265371696,0,29.0,A,M44,0,6,0,2,1,56000.0,Technical,High School,133000,,1,,221.19,4,29,7,86.23,13.98,.00,.00,23.98,7.99,46.49,.00,42.52
184900567,546.22000000000003,0,1.0153547357585027,0,63.0,B,J36,1,33,1,3,,33000.0,Office Administration,High School,78000,,1,1,22.51,1,4,4,.00,3.79,.00,.00,.00,2.99,12.74,.00,2.99
184985591,7986.7700000000004,0,0.933122564513992,0,35.0,G,O55,0,6,0,1,1,26000.0,Office Administration,High School,62000,,,,57.33,4,8,3,.00,.00,.00,39.98,.00,7.49,.00,.00,9.86
184783453,605.90999999999997,0,5.3615672197221569,0,74.0,B,J36,1,45,1,2,1,43000.0,Retired,High School,102000,,,1,18.56,2,4,2,.00,13.98,.00,.00,.00,.00,.00,.00,4.58
185099254,294.27999999999997,1,3.5355469473872758,0,68.0,B,J36,1,22,1,4,,76000.0,Other,High School,181000,,1,1,34.80,1,11,5,.00,2.68,.00,.00,3.18,23.96,.00,2.99,1.99
185191269,3722.04,1,0.81960196961351728,1,46.0,A,M44,1,6,1,2,1,33000.0,Blue Collar,Some College,78000,,1,,319.97,4,3,4,.00,.00,4.98,.00,.00,314.99,.00,.00,.00
185085346,1000.41,1,2.3068786695500005,0,79.0,B,C11,1,37,1,2,,79000.0,Professional,High School,189000,,,,236.18,4,24,7,28.94,.00,.00,35.53,9.95,39.99,.00,119.98,1.79
185341953,1078.4000000000001,1,4.3517636596559015,1,64.0,B,J36,1,43,1,4,,33000.0,Military,High School,78000,,1,,152.48,2,61,4,15.08,101.12,.00,.00,25.96,.00,.00,.00,10.32
185341932,595.36000000000001,1,2.2951768343219734,1,64.0,B,C11,1,4,1,2,,56000.0,Professional,Bachelors Degree,134000,Liberal,1,,71.96,1,16,5,15.96,.00,.00,5.78,15.97,19.99,.00,.00,14.26
184962468,1491.8399999999999,1,5.5350400960921586,1,27.0,G,O55,1,0,1,3,2,52000.0,Blue Collar,High School,123000,Liberal,,,511.66,3,30,13,.00,15.99,4.68,272.47,51.22,28.98,122.08,.00,16.24
185200718,663.05999999999995,1,3.5649217549870533,0,28.0,B,J36,0,3,1,5,,46000.0,Office Administration,High School,110000,Conservative,,,3.99,1,1,1,.00,.00,.00,.00,3.99,.00,.00,.00,.00
185191378,421.27999999999997,1,4.8897499598974932,1,69.0,D,E20,0,5,1,5,,90000.0,Retired,Bachelors Degree,214000,,1,,177.40,3,20,8,14.98,.00,23.78,41.98,3.18,78.02,.00,.00,15.46
184985392,1872.03,0,7.3420299330998535,1,52.0,C,B09,1,2,1,3,4,55000.0,Professional,Graduate Degree,132000,,,,33.28,1,2,1,.00,.00,33.28,.00,.00,.00,.00,.00,.00
185041136,4371.71,1,7.1316784010859831,0,32.0,A,L43,1,19,1,3,,41000.0,Other,High School,98000,,1,,565.58,3,36,4,.00,.00,.00,.00,.00,.00,460.76,89.97,14.85
185275322,1868.4400000000001,0,1.2546302130676745,0,79.0,B,Q64,1,43,1,3,,25000.0,Retired,High School,59000,,,1,27.98,1,2,1,27.98,.00,.00,.00,.00,.00,.00,.00,.00
185353307,20.989999999999998,1,3.7457837189880561,0,54.0,U,U01,1,1,0,,,60400.0,Medical Professional,,,,0,,10.08,1,2,1,.00,.00,.00,.00,.00,.00,.00,.00,10.08
184818787,1023.34,1,2.6730907648610454,1,66.0,U,U01,0,6,1,,,28000.0,Other,,67000,Liberal,,,1752.07,6,44,9,.00,10.97,1586.85,34.99,25.49,7.49,33.98,10.49,41.81
184933772,483.38,0,32.46072317620439,0,56.0,B,J36,1,31,1,3,,35000.0,Professional,High School,84000,,1,1,39.76,1,2,2,.00,.00,.00,.00,.00,.00,24.88,14.88,.00
185191692,1334.0599999999999,0,14.707682389960551,1,46.0,A,J35,1,8,1,3,1,23000.0,Office Administration,High School,54000,Liberal,1,,56.39,2,9,3,.00,5.99,3.99,.00,.00,46.41,.00,.00,.00
185099505,3574.6199999999999,1,19.696121342421055,1,44.0,A,N46,1,6,1,3,3,15000.0,Blue Collar,Some College,35000,Liberal,,,265.30,4,54,9,5.98,28.47,41.54,115.94,25.97,.00,.00,11.49,35.91
185040645,3693.75,0,17.840593206170315,0,46.0,A,M44,1,0,1,1,3,68000.0,Other,High School,161000,,,,128.84,3,6,2,.00,.00,.00,.00,.00,.00,124.97,.00,3.87
185266674,94.060000000000002,0,14.913058913954789,1,66.0,A,E21,1,6,1,2,0,80000.0,Office Administration,Some College,191000,Conservative,,,14.99,1,1,1,14.99,.00,.00,.00,.00,.00,.00,.00,.00
184901363,187.11000000000001,0,15.327297782956274,0,58.0,D,C14,1,20,1,3,1,41000.0,Professional,Bachelors Degree,98000,,1,,101.15,1,5,3,.00,.00,.00,.00,.00,21.18,59.99,.00,19.98
185200506,1242.8099999999999,1,13.217204256188309,0,52.0,U,U01,1,6,1,,,73000.0,Other,,174000,Conservative,,,6.58,1,2,1,.00,.00,.00,.00,.00,.00,.00,.00,6.58
184732665,550.33000000000004,1,12.625684507709089,1,61.0,G,K37,1,14,1,2,3,64000.0,Professional,Graduate Degree,152000,Conservative,,,199.25,4,20,7,51.93,15.00,.00,1.98,.00,19.99,89.98,.00,20.37
185191576,3206.6599999999999,1,13.070050405827276,1,32.0,D,E20,1,16,1,1,,62000.0,Technical,Bachelors Degree,148000,Conservative,,,34.16,1,5,2,.00,.00,.00,.00,.00,.00,26.19,.00,7.97
184833516,2390.8899999999999,0,12.084364164210252,0,45.0,A,I30,1,0,1,3,,45000.0,Other,High School,106000,Conservative,1,,648.02,2,40,11,9.95,39.97,86.76,4.99,10.19,18.99,290.93,125.98,60.26
184923441,4637.8100000000004,0,7.5711361927213083,1,47.0,A,I30,1,6,1,2,,63000.0,Professional,Some College,149000,,,,206.23,1,7,3,12.99,.00,.00,.00,171.25,.00,.00,21.99,.00
184783926,8051.1800000000003,1,16.991133244924825,1,81.0,A,I30,0,6,1,3,,85000.0,Blue Collar,Less than High School,202000,,,,601.72,6,34,9,144.08,42.99,74.63,319.36,.00,14.99,.00,.00,5.67
184901431,1904.8199999999999,1,7.9801243122161125,1,,U,U01,,,0,,,59300.0,,,,,0,,113.93,2,7,3,.00,31.98,31.97,.00,.00,.00,49.98,.00,.00
185128533,1994.3499999999999,1,18.778701991017119,0,33.0,E,O51,1,0,0,1,,65000.0,Professional,Some College,154000,Conservative,,,332.00,4,23,8,23.96,153.97,30.48,18.99,18.57,34.64,45.00,.00,6.39
184962462,4835.9499999999998,0,4.880136241390332,1,28.0,A,E21,0,30,1,6,,60000.0,Blue Collar,Bachelors Degree,144000,Conservative,,,368.81,1,9,3,.00,.00,.00,3.89,.00,.00,354.93,.00,9.99
185331730,3008.79,1,10.305282632274565,0,63.0,B,J34,1,24,1,5,1,56000.0,Retired,High School,133000,,1,,227.76,4,40,10,9.78,.00,41.81,94.85,4.98,31.45,24.99,.00,19.90
184783833,6195.8199999999997,1,5.6036106063598492,0,52.0,C,D15,1,12,1,1,,91000.0,Professional,Bachelors Degree,217000,Liberal,1,,326.20,14,47,11,23.94,89.81,.00,10.15,26.95,40.45,56.58,41.86,36.46
185128785,2237.5500000000002,1,14.420793467588954,1,57.0,A,I30,1,31,1,4,1,59000.0,Management,High School,140000,,,,24.94,2,6,4,.00,.00,4.49,.00,3.49,.00,.00,11.98,4.98
153157294,0.0,0,76.434857581493077,0,47.0,C,A03,1,9,1,2,5,121000.0,Student,Graduate Degree,288000,Conservative,,,6.58,1,2,1,.00,.00,.00,.00,.00,.00,.00,.00,6.58
76636299,0.0,0,234.33151997388472,0,63.0,D,I31,1,10,1,5,1,59000.0,Management,Some College,140000,Conservative,1,,35.94,1,7,3,.00,.00,.00,.00,5.39,17.98,.00,.00,12.57
82151869,0.0,0,231.21159831595324,0,51.0,G,H27,1,8,1,1,,51000.0,Management,Bachelors Degree,122000,Conservative,,,24.16,3,7,2,.00,.00,.00,16.00,.00,.00,.00,.00,8.16
80317146,0.0,0,232.75721286497213,1,38.0,C,D15,0,6,1,7,1,65000.0,Blue Collar,Bachelors Degree,155000,Conservative,,,35.98,1,2,1,.00,.00,.00,.00,.00,.00,.00,35.98,.00
184841802,622.60000000000002,1,24.617895590595314,1,40.0,G,M45,1,0,1,1,1,360000.0,Blue Collar,Some College,856000,Conservative,1,,76.59,3,14,5,.00,14.99,7.49,.00,27.87,.00,19.99,.00,6.25
184841953,2420.0300000000002,1,22.961368237439451,0,40.0,G,H27,1,6,1,2,,79000.0,Sales,Bachelors Degree,188000,Conservative,,,185.16,4,27,10,.00,52.95,16.16,24.57,34.98,4.49,7.99,14.89,29.13
184933423,3715.0100000000002,0,25.286605177322617,1,60.0,C,B09,1,32,1,5,2,37000.0,Management,High School,89000,Liberal,1,,53.97,1,3,3,.00,.00,15.99,7.99,.00,.00,.00,29.99,.00
185342205,658.33000000000004,0,12.220323693659676,1,68.0,A,J35,1,3,1,2,,23000.0,Retired,High School,54000,Liberal,,,5.48,1,2,1,5.48,.00,.00,.00,.00,.00,.00,.00,.00
184985758,1157.0699999999999,0,3.8803970566392367,0,77.0,B,Q64,1,9,1,1,,29000.0,Retired,High School,69000,Liberal,,,123.55,4,23,4,.00,72.41,.00,37.97,.00,.00,.00,.00,13.17
184783240,1523.1600000000001,1,5.3954384916394744,1,69.0,B,Q64,0,23,1,1,,72000.0,Retired,High School,171000,Conservative,,,167.17,7,15,4,.00,.00,.00,.00,5.99,.00,144.92,.00,16.26
185341697,34.969999999999999,1,5.45133236262041,0,76.0,B,Q62,,6,1,3,,71000.0,Other,Some College,169000,,,,36.05,2,5,4,.00,.00,.00,18.99,.00,.00,3.49,9.99,3.58
150345389,2006.22,1,3.8382941834087783,1,53.0,A,I30,1,0,1,1,,111000.0,Blue Collar,Some College,265000,,,,142.90,3,10,6,.00,104.97,.00,2.99,1.79,25.47,.00,.00,7.68
185145243,433.16000000000003,0,4.0477687435334646,0,75.0,G,H29,0,10,1,2,,59300.0,Office Administration,Some College,,,0,,15.04,1,7,2,.00,.00,.00,11.16,.00,.00,.00,.00,3.88
106148158,771.72000000000003,1,1.9434130235504525,1,41.0,C,B08,1,6,1,2,3,91000.0,Student,Bachelors Degree,216000,,,,104.80,1,11,5,.00,.00,17.94,39.98,.00,.00,44.99,.00,1.89
184798576,1169.9200000000001,0,1.6881661590091204,1,39.0,C,B08,1,3,1,2,4,64700.0,Military,Bachelors Degree,,,0,,25.24,1,6,3,.00,.00,6.98,3.99,.00,14.27,.00,.00,.00
185342377,119.73,0,6.161637397295662,0,47.0,U,U01,0,2,1,,,26000.0,Other,,62000,,,,18.00,1,1,1,.00,.00,.00,.00,.00,.00,18.00,.00,.00
185157430,529.21000000000004,1,15.076207743120287,0,59.0,U,U01,0,2,0,,,61000.0,Other,High School,145000,Liberal,,,24.46,1,4,2,.00,19.97,.00,.00,.00,4.49,.00,.00,.00
185191721,532.13999999999999,1,15.09189289094464,0,52.0,A,E21,0,12,1,3,0,81000.0,Professional,Some College,193000,Conservative,1,,117.97,2,6,3,.00,45.98,.00,.00,.00,.00,69.99,.00,2.00
184841893,85.090000000000003,0,16.158509893978767,0,66.0,A,I30,1,9,1,5,1,107000.0,Student,High School,255000,Conservative,,,24.77,1,3,2,.00,.00,.00,.00,23.38,.00,.00,.00,1.39
184900944,550.85000000000002,0,11.373825566181567,0,56.0,D,C14,0,27,1,5,1,50000.0,Other,Some College,119000,Conservative,,,46.96,1,4,2,.00,.00,.00,.00,9.98,36.98,.00,.00,.00
185275597,243.94,1,9.1705079208868305,0,53.0,U,U01,1,1,0,,,58600.0,,,,,0,,149.97,2,3,2,.00,.00,.00,.00,.00,.00,149.97,.00,.00
184879662,703.54999999999995,1,24.293675414709682,1,55.0,A,I30,1,7,1,2,1,53000.0,Office Administration,High School,125000,Conservative,,,261.18,3,36,9,.00,32.98,65.30,41.66,.00,1.99,46.98,39.96,32.31
185040590,122.53,0,13.259167876491279,1,35.0,U,U01,0,2,0,,,46000.0,Other,,110000,Liberal,,,.00,2,0,1,.00,.00,.00,.00,.00,.00,.00,.00,.00
185322094,1260.29,1,14.127551982642938,1,37.0,A,I30,1,1,1,3,1,54000.0,Farmer,Less than High School,128000,Liberal,1,,64.33,1,8,4,.00,33.97,.00,.00,17.98,9.99,.00,.00,2.39
184783390,2144.6599999999999,1,17.313821781047519,1,77.0,A,M44,0,47,1,4,3,16000.0,Retired,High School,38000,Conservative,1,,408.61,3,10,3,.00,.00,.00,.00,53.99,.00,.00,324.97,29.65
185144993,3214.6799999999998,1,12.708993920449897,1,59.0,A,L43,1,28,1,3,,63000.0,Management,High School,149000,,1,,425.95,4,25,5,.00,.00,.00,.00,.00,31.50,59.98,330.89,3.58
184799103,584.63999999999999,0,5.6710355656891007,0,39.0,C,D15,1,8,1,3,1,88000.0,Management,Some College,210000,Liberal,1,,104.85,2,13,7,.00,14.98,5.98,.00,.00,1.58,67.74,7.99,6.58
185200527,6463.4700000000003,1,10.594579588174248,1,22.0,A,E21,0,8,1,6,,63000.0,Management,Some College,150000,Liberal,1,,364.15,9,39,9,.00,.00,12.78,107.93,106.41,19.56,114.97,.00,2.50
54989403,0.0,0,418.46587266895591,1,30.0,A,I30,1,6,1,3,,60000.0,Office Administration,Some College,143000,,,,3.99,1,3,1,.00,.00,.00,.00,.00,.00,.00,.00,3.99
77546162,0.0,0,236.59096494003353,0,60.0,D,E20,0,29,1,5,,45000.0,Office Administration,Graduate Degree,106000,Conservative,1,,22.34,1,7,2,.00,.00,.00,.00,.00,.00,16.88,.00,5.46
42143658,0.0,0,279.71275704275121,1,71.0,B,J34,0,27,1,3,,63000.0,Technical,Less than High School,149000,,1,,647.02,1,9,2,.00,.00,647.02,.00,.00,.00,.00,.00,.00
185191484,673.37,1,25.007711664787543,1,60.0,D,C14,1,6,1,4,,36000.0,Management,Some College,86000,,,,358.83,6,17,4,.00,.00,.00,.00,.00,33.98,310.88,.00,13.97
185353482,442.75999999999999,0,36.648310335751262,1,60.0,U,U01,0,2,1,,,75000.0,Other,,178000,,,,241.60,1,18,5,.00,.00,16.83,3.49,.00,.00,185.94,29.90,5.44
185157412,2789.9099999999999,0,25.958244897883979,1,47.0,A,I30,1,22,1,3,2,23000.0,Management,High School,54000,,1,,119.92,1,8,3,.00,55.95,43.98,.00,.00,.00,.00,19.99,.00
185275316,4.9900000000000002,0,25.206767864130406,1,79.0,U,U01,0,2,1,,,23000.0,Blue Collar,,55000,Conservative,1,,13.48,1,2,1,.00,.00,13.48,.00,.00,.00,.00,.00,.00
185353578,135.66999999999999,1,2.7620840710691077,0,25.0,A,M44,0,6,1,3,3,73800.0,Professional,Graduate Degree,,,0,,9.56,2,6,2,.00,.00,.00,.00,6.98,.00,.00,.00,2.58
185041173,7446.5900000000001,1,7.2076102205881369,1,26.0,B,D16,1,24,1,1,1,93000.0,Other,Less than High School,221000,Conservative,1,,429.53,5,33,6,147.30,.00,.00,234.76,.00,24.99,16.99,.00,5.49
184900918,435.37,0,5.3697119274013003,1,41.0,A,I30,1,8,1,2,0,64000.0,Blue Collar,Bachelors Degree,153000,Conservative,,,193.55,2,14,7,.00,22.98,126.33,4.99,.00,.00,10.88,.00,28.37
185070029,3211.6500000000001,1,3.7288721994710032,1,62.0,A,E21,1,12,1,3,0,71300.0,Office Administration,Some College,,,1,1,291.06,4,43,8,29.92,2.99,11.98,6.24,14.99,66.44,98.96,.00,59.54
184783691,1303.9400000000001,0,8.2445907626671833,0,70.0,A,J35,1,6,1,1,0,101000.0,Self Employed,Some College,240000,Liberal,1,,22.97,1,3,2,18.48,.00,.00,.00,4.49,.00,.00,.00,.00
184798892,1630.3599999999999,0,8.2072958907725866,0,45.0,U,U01,0,6,1,,,103000.0,Other,High School,246000,Conservative,,,15.99,1,1,1,15.99,.00,.00,.00,.00,.00,.00,.00,.00
185157603,1713.3900000000001,1,7.294233266853225,0,29.0,A,I30,1,0,1,3,,61500.0,Other,High School,,,0,,165.82,6,35,9,28.48,38.97,.00,.00,5.99,47.97,21.98,10.47,11.96
185342613,34.950000000000003,1,12.993113699221405,0,30.0,U,U01,1,9,1,,,64300.0,,,,,0,,108.53,3,26,3,11.98,.00,.00,6.24,.00,.00,.00,.00,90.31
184933456,59.899999999999999,1,0.79167446623379767,0,88.0,G,Q65,0,10,1,1,,63000.0,Retired,High School,149000,Conservative,,,50.44,2,6,3,.00,.00,.00,.00,.00,1.99,37.49,.00,10.96
184841622,1253.2,1,4.8063061138325862,1,52.0,B,L42,1,67,1,4,,42000.0,Management,High School,100000,,,,74.88,4,18,5,.00,36.56,.00,.00,.00,2.09,26.98,.00,9.25
185256278,122.06,1,2.6774910357519008,0,59.0,U,U01,1,6,1,,,66000.0,Professional,High School,157000,Liberal,,,19.98,1,2,1,.00,.00,.00,.00,19.98,.00,.00,.00,.00
185341763,233.58000000000001,1,3.2971644831638716,1,25.0,G,M45,1,6,1,2,,24000.0,Other,Some College,56000,,1,,29.16,1,12,1,.00,.00,.00,.00,.00,.00,.00,.00,29.16
185353646,5734.2399999999998,1,4.9392409312280439,0,35.0,A,M44,1,8,1,1,2,57000.0,Other,Some College,,,0,,348.48,3,13,2,.00,.00,.00,348.48,.00,.00,.00,.00,.00
185200468,2162.3099999999999,0,5.0625536796344317,1,85.0,B,J36,1,33,1,4,2,15000.0,Retired,Less than High School,36000,,1,1,88.44,1,7,4,.00,2.49,.00,59.99,23.98,.00,.00,.00,1.98
184972735,0.0,0,30.559722147852636,1,55.0,G,H27,1,5,1,2,,63000.0,Blue Collar,Some College,149000,Liberal,,,19.70,1,6,1,.00,.00,.00,.00,.00,.00,.00,.00,19.70
185145552,2735.1900000000001,1,17.26000481447252,0,68.0,U,U01,1,,1,,,30000.0,Other,,71000,Liberal,1,,96.96,3,8,4,.00,12.00,.00,38.99,.00,45.97,.00,.00,.00
185085222,29.989999999999998,0,14.982875746702152,0,39.0,C,D15,0,7,1,2,1,44000.0,Other,High School,104000,Liberal,,,57.98,1,3,3,.00,3.00,.00,.00,.00,.00,24.99,29.99,.00
184783852,445.18000000000001,1,11.506877046874759,0,37.0,A,I30,1,7,1,2,1,97000.0,Other,Some College,230000,Conservative,,,52.25,2,5,4,7.98,.00,10.39,13.89,.00,.00,.00,19.99,.00
185070494,1884.47,1,11.522692629117472,1,36.0,A,I30,1,9,1,2,,84000.0,Professional,Some College,199000,,,,399.93,2,7,2,.00,.00,.00,.00,.00,.00,69.99,329.94,.00
185342115,877.24000000000001,0,11.470270473909112,1,65.0,A,E21,1,12,1,4,,101000.0,Blue Collar,Some College,241000,,,,23.10,1,10,2,21.41,.00,1.69,.00,.00,.00,.00,.00,.00
184798629,2188.54,1,12.706018709506532,0,77.0,U,U01,0,,1,,,102000.0,Farmer,,243000,Conservative,1,,180.91,5,28,7,74.96,14.99,.00,2.67,.00,6.54,59.99,.00,21.76
150763290,4008.27,1,7.9076836590132293,1,56.0,A,I30,0,5,1,1,0,46000.0,Blue Collar,Some College,109000,Liberal,,,108.75,1,6,3,.00,.00,.00,79.50,.00,.00,.00,14.99,14.26
185099303,4671.8599999999997,1,8.4114651786350159,0,68.0,A,J35,1,17,1,4,,27000.0,Other,High School,64000,Liberal,,,11.96,1,2,1,11.96,.00,.00,.00,.00,.00,.00,.00,.00
184732627,309.52999999999997,1,11.711918671457328,0,64.0,A,E21,1,28,1,4,,83000.0,Office Administration,High School,198000,Conservative,,,9.41,2,8,4,.00,.00,.00,.00,15.35,.79,-12.00,.00,5.27
185200767,4450.3199999999997,1,8.2347367876275452,1,81.0,A,E21,1,6,1,3,,21000.0,Blue Collar,Some College,50000,Conservative,,,489.47,4,25,10,.00,99.96,.00,1.89,12.98,24.72,276.19,53.76,19.97
184799182,1424.0799999999999,1,6.383045431015109,1,43.0,D,I31,1,29,1,4,2,67000.0,Management,Less than High School,159000,,1,,341.04,8,35,9,15.99,.00,81.09,107.05,25.96,.00,110.95,.00,.00
184900853,3688.6500000000001,1,13.960432090075951,0,40.0,U,U01,1,6,1,,,125000.0,Other,,297000,Conservative,1,,125.13,2,17,8,28.46,.00,33.97,1.98,19.99,29.87,.00,.00,10.86
184962248,785.28999999999996,1,17.926823340546246,1,32.0,A,I30,1,6,1,1,,51000.0,Blue Collar,Less than High School,120000,,,,472.52,2,8,2,.00,.00,.00,.00,.00,412.96,.00,59.56,.00
150647964,0.0,1,232.44576561783549,0,44.0,U,U01,,,1,,,73000.0,Other,,174000,,,,49.26,1,6,2,.00,.00,49.26,.00,.00,.00,.00,.00,.00
23375677,10.140000000000001,1,326.23688624053267,1,60.0,A,E21,0,16,1,1,,82000.0,Blue Collar,High School,196000,,,,192.16,2,10,6,.00,.00,11.86,81.95,.00,89.10,7.64,.00,1.61
185353649,507.39999999999998,1,19.591002203092074,0,57.0,C,A04,0,8,1,2,1,129000.0,Office Administration,Some College,307000,Liberal,1,,27.33,1,9,2,.00,19.47,.00,.00,.00,.00,.00,.00,7.86
184985631,490.14999999999998,0,21.983514146746817,1,38.0,A,M44,1,4,1,2,1,224000.0,Other,Less than High School,534000,Liberal,,,69.76,1,2,1,.00,.00,.00,.00,.00,.00,69.76,.00,.00
185266718,3972.7600000000002,1,19.551044882385209,1,68.0,A,E21,1,29,1,4,,130000.0,Professional,High School,310000,Conservative,1,,49.69,2,11,5,2.98,5.99,.00,.00,9.18,.00,.00,6.99,24.55
185342568,0.0,1,25.391877103145017,1,59.0,D,E20,1,6,1,2,,94500.0,Blue Collar,Some College,,,0,,337.34,3,28,6,.00,130.79,4.92,.00,87.72,7.25,104.93,.00,1.73
184985453,0.0,0,57.839810838883942,0,54.0,B,L42,0,7,1,1,,24000.0,Professional,Some College,56000,Liberal,1,,14.55,4,7,2,.00,.00,.00,.00,5.99,.00,.00,.00,8.56
185085276,1575.49,0,39.917297352618704,1,36.0,E,O51,1,10,1,4,,59000.0,Management,Bachelors Degree,140000,,,,17.99,1,1,1,.00,.00,.00,.00,.00,.00,17.99,.00,.00
185342621,455.99000000000001,1,68.792601568120205,1,66.0,A,I30,1,6,1,3,2,28000.0,Professional,Less than High School,67000,Conservative,,,155.33,2,7,4,4.59,106.96,.00,.00,.00,39.99,.00,.00,3.79
185256275,5441.2799999999997,1,9.9723004782717535,1,50.0,A,I30,,13,1,4,,57000.0,Other,Some College,135000,,,,503.99,8,74,14,93.49,15.96,149.60,161.06,13.97,9.99,24.88,9.99,10.06
184798800,0.0,0,5.9963098977534752,0,70.0,U,U01,0,2,1,,,3000.0,Medical Professional,Bachelors Degree,6000,Conservative,1,,9.37,1,6,2,.00,.00,.00,.00,2.00,.00,.00,.00,7.37
185353213,295.19,1,11.306598415473589,1,41.0,A,I30,1,11,1,6,2,93000.0,Technical,Bachelors Degree,221000,Liberal,1,,265.45,2,6,3,96.98,.00,.00,159.48,.00,.00,.00,.00,8.99
185342416,370.80000000000001,0,9.9160831282985722,0,85.0,A,I30,1,6,1,4,1,100000.0,Sales,Some College,238000,,,,79.80,1,20,1,79.80,.00,.00,.00,.00,.00,.00,.00,.00
184783253,2494.77,1,3.23584604217104,0,64.0,D,E20,0,1,1,4,0,76000.0,Other,High School,182000,,1,,260.29,4,30,10,37.45,23.97,11.99,.00,13.98,2.79,95.85,15.29,58.97
184900665,1860.1500000000001,1,4.0682260990176742,1,33.0,E,F22,1,0,1,2,1,8000.0,Other,Bachelors Degree,1000,Conservative,,,141.00,4,11,7,.00,6.99,19.99,38.95,.00,.00,72.98,.00,2.09
185040969,1467.6300000000001,0,7.1620176845630299,0,34.0,U,U01,0,6,1,,,34000.0,Blue Collar,,82000,,1,,82.89,1,11,4,.00,47.95,22.96,4.99,.00,6.99,.00,.00,.00
185332004,3918.5999999999999,1,6.8550656703695694,1,76.0,B,J36,1,21,1,2,,45400.0,Retired,Bachelors Degree,,,0,,274.00,3,24,9,.00,4.99,128.30,35.02,5.49,.00,90.97,.00,9.23
185342281,558.19000000000005,1,2.4895883842239326,0,35.0,G,M45,1,4,1,4,,42000.0,Other,Some College,100000,Conservative,1,,91.15,1,21,5,.00,12.49,15.77,37.98,15.97,.00,.00,.00,8.94
184985731,1444.3,1,3.26384224174071,0,57.0,A,E21,1,7,1,2,,121000.0,Office Administration,High School,288000,Conservative,1,,124.86,2,5,2,.00,.00,.00,.00,.00,.00,114.99,.00,9.87
184985781,863.49000000000001,0,3.6191988211643693,1,46.0,B,J36,0,11,1,3,,38000.0,Other,Some College,91000,Liberal,1,,50.74,1,16,2,.00,30.40,.00,.00,.00,.00,.00,.00,20.34
184933747,837.47000000000003,1,2.7305387046969267,1,26.0,A,E21,1,30,1,3,,76000.0,Management,High School,182000,Liberal,1,,208.68,4,23,5,.00,50.96,.00,6.38,123.97,.00,19.99,.00,7.38
185341836,8283.9099999999999,1,6.2581608290508326,1,45.0,U,U01,1,2,1,,,102000.0,Sales,,244000,,,,1280.44,3,38,4,.00,.00,1216.36,4.09,.00,.00,59.99,.00,.00
185342236,191.59999999999999,1,8.4969013080894999,0,42.0,U,U01,0,2,0,,,40000.0,,,95000,,1,,25.99,1,3,2,.00,13.00,.00,.00,12.99,.00,.00,.00,.00
184933400,2489.3299999999999,0,3.3561258779678895,1,49.0,C,D15,1,12,1,3,1,58000.0,Management,High School,138000,Conservative,,,380.38,4,13,5,6.99,.00,.00,88.98,.00,259.98,.00,.00,24.43
185342282,5984.5100000000002,1,3.9330037837705816,1,53.0,A,E21,1,9,1,5,,50000.0,Blue Collar,High School,120000,,,,432.75,4,42,7,50.87,.00,42.44,17.55,177.97,7.98,.00,129.96,5.98
185353149,6568.8400000000001,1,3.2587520806180037,1,59.0,B,C11,1,11,1,4,,202000.0,Professional,Bachelors Degree,481000,,,,68.43,3,17,2,.00,.00,.00,.00,.00,.00,.00,32.44,35.99
184923391,1304.3399999999999,0,5.7215285813725094,1,46.0,C,D15,1,17,1,3,1,102000.0,Blue Collar,Some College,244000,Conservative,,,152.94,4,6,2,24.99,.00,.00,.00,.00,127.95,.00,.00,.00
184783902,1454.9300000000001,1,3.7628184613421376,1,57.0,D,C14,1,18,1,7,1,95000.0,Management,Bachelors Degree,225000,,1,,251.09,3,32,4,.00,161.89,.00,.00,.00,.00,24.98,34.99,29.23
